summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward
watdoesthefoxsay,Defeat,21m 8s,Viego,Smite,Flash,8,3,6,12,88,127,7
watdoesthefoxsay,Victory,24m 50s,Hecarim,Smite,Ghost,6,4,15,14,58,180,10
은아 예쁘다,Victory,15m 33s,Sylas,Flash,Barrier,7,8,26,15,83,23,0
은아 예쁘다,Victory,16m 11s,Tahm Kench,Flash,Exhaust,8,3,33,17,84,18,0
은아 예쁘다,Defeat,20m 7s,Malphite,Flash,Ghost,5,14,25,17,61,3,0
은아 예쁘다,Victory,16m 37s,Orianna,Flash,Ghost,18,5,21,16,98,66,0
은아 예쁘다,Victory,15m 21s,Jhin,Flash,Ghost,16,5,21,16,88,56,0
은아 예쁘다,Victory,16m 13s,Yone,Flash,Cleanse,25,6,18,17,67,115,0
은아 예쁘다,Victory,24m 36s,Ezreal,Flash,Heal,9,6,9,14,47,201,2
은아 예쁘다,Victory,24m 37s,Ziggs,Flash,Teleport,0,6,4,13,14,169,0
은아 예쁘다,Defeat,31m 42s,Nocturne,Flash,Smite,6,6,12,14,69,150,6
은아 예쁘다,Victory,10m 29s,Xayah,Flash,Heal,1,0,0,8,14,99,0
은아 예쁘다,Victory,24m 7s,Nocturne,Flash,Smite,2,1,10,13,38,136,4
은아 예쁘다,Victory,27m 35s,Nami,Flash,Ignite,3,3,22,13,78,12,5
은아 예쁘다,Defeat,21m 24s,Ashe,Flash,Heal,2,8,4,12,30,145,0
은아 예쁘다,Defeat,28m 26s,Ezreal,Flash,Cleanse,10,7,11,16,64,245,0
은아 예쁘다,Defeat,15m 19s,Lee Sin,Flash,Smite,3,4,4,8,70,55,3
은아 예쁘다,Defeat,18m 7s,Graves,Flash,Smite,6,8,3,11,90,125,0
은아 예쁘다,Victory,20m 19s,Lee Sin,Flash,Smite,8,5,11,13,53,124,4
은아 예쁘다,Victory,16m 15s,Lee Sin,Flash,Ghost,6,10,33,17,70,19,0
은아 예쁘다,Victory,20m 18s,Jarvan IV,Flash,Ghost,6,11,35,18,95,26,0
은아 예쁘다,Victory,20m 33s,Taliyah,Flash,Ghost,17,8,28,18,79,60,0
H Agent,Victory,24m 27s,Aatrox,Teleport,Flash,3,1,7,15,38,216,2
H Agent,Defeat,21m 22s,Aatrox,Teleport,Flash,3,6,2,13,24,142,1
H Agent,Victory,15m 33s,Vex,Teleport,Flash,3,1,3,10,26,115,3
H Agent,Defeat,16m 9s,Ahri,Teleport,Flash,0,4,3,11,27,131,1
H Agent,Victory,25m 3s,LeBlanc,Teleport,Flash,7,4,6,14,42,176,2
H Agent,Defeat,22m 28s,Zeri,Cleanse,Flash,11,13,23,18,71,91,0
H Agent,Defeat,20m 3s,Ahri,Ignite,Flash,3,2,1,12,100,166,2
H Agent,Victory,15m 42s,Jinx,Cleanse,Flash,11,10,19,16,60,53,0
H Agent,Defeat,15m 34s,Brand,Exhaust,Flash,3,11,13,14,46,42,0
H Agent,Victory,36m 59s,Ahri,Teleport,Flash,6,6,17,18,50,280,3
H Agent,Defeat,21m 52s,Akali,Teleport,Flash,2,4,0,13,20,161,1
H Agent,Defeat,20m 1s,Vex,Ignite,Flash,4,3,2,12,55,148,2
H Agent,Victory,34m 9s,Ahri,Teleport,Flash,9,4,7,17,52,275,0
H Agent,Victory,19m 30s,Vex,Ignite,Flash,3,0,5,13,27,148,2
H Agent,Defeat,28m 40s,Ahri,Ignite,Flash,8,8,13,16,66,204,5
H Agent,Victory,32m 52s,Vex,Ignite,Flash,9,8,6,16,60,192,5
H Agent,Defeat,33m 8s,Viktor,Teleport,Flash,4,8,4,16,42,240,7
H Agent,Defeat,21m 57s,Ahri,Ignite,Flash,3,3,4,13,78,171,4
H Agent,Victory,25m 26s,Vex,Ignite,Flash,7,7,5,15,31,171,4
H Agent,Victory,29m 59s,Ahri,Teleport,Flash,5,7,12,16,31,196,2
Rossoo,Defeat,29m 31s,Taliyah,Flash,Smite,6,9,6,14,71,160,5
Rossoo,Victory,21m 30s,Taliyah,Flash,Smite,9,2,8,13,71,142,2
Rossoo,Defeat,36m 15s,Graves,Flash,Smite,9,8,9,17,56,234,5
Rossoo,Defeat,20m 30s,Lucian,Flash,Ignite,2,7,2,11,33,134,2
Rossoo,Victory,18m 15s,Taliyah,Flash,Smite,8,1,9,13,53,146,3
Rossoo,Defeat,16m 17s,Taliyah,Flash,Smite,5,3,3,10,62,99,1
Rossoo,Defeat,25m 44s,Nidalee,Flash,Smite,7,6,6,13,62,136,2
Rossoo,Victory,22m 53s,Miss Fortune,Flash,Heal,5,3,7,13,35,183,3
Rossoo,Defeat,16m 8s,Taliyah,Flash,Smite,1,5,5,9,67,83,2
Rossoo,Victory,20m 54s,Taliyah,Flash,Smite,11,5,11,13,61,118,5
Rossoo,Victory,29m 59s,Taliyah,Flash,Smite,11,12,16,15,50,153,6
Rossoo,Victory,15m 20s,Taliyah,Flash,Smite,10,0,7,12,71,123,3
Rossoo,Defeat,25m 6s,Graves,Flash,Smite,11,6,5,14,48,169,2
Rossoo,Defeat,25m 4s,Jarvan IV,Flash,Smite,1,6,9,12,67,118,2
Rossoo,Defeat,20m 32s,Elise,Flash,Smite,5,5,1,11,50,98,1
Rossoo,Victory,24m 9s,Graves,Flash,Smite,7,4,11,15,47,193,2
Rossoo,Victory,23m 47s,Elise,Flash,Smite,4,3,6,12,48,121,5
Rossoo,Defeat,25m 46s,Lucian,Flash,Heal,5,10,8,12,48,157,2
Rossoo,Victory,20m 8s,Graves,Flash,Smite,11,3,8,14,68,163,2
Rossoo,Defeat,28m 47s,Graves,Flash,Smite,4,10,4,15,40,181,6
하왜그러는거에요,Defeat,23m 54s,Karma,Ignite,Flash,5,6,17,11,59,19,8
하왜그러는거에요,Victory,23m 23s,Seraphine,Exhaust,Flash,2,3,15,12,43,11,4
하왜그러는거에요,Victory,21m 31s,Yuumi,Ignite,Exhaust,1,3,21,12,69,4,8
하왜그러는거에요,Victory,29m 31s,Seraphine,Ignite,Flash,4,4,26,14,73,29,6
하왜그러는거에요,Victory,20m 20s,Karma,Ignite,Flash,6,1,12,10,60,14,5
하왜그러는거에요,Defeat,40m 0s,Lulu,Ignite,Flash,4,6,24,15,78,20,16
하왜그러는거에요,Victory,19m 2s,Lulu,Exhaust,Flash,5,1,9,10,64,16,4
하왜그러는거에요,Defeat,27m 57s,Yuumi,Ignite,Exhaust,1,5,11,11,75,13,9
하왜그러는거에요,Victory,15m 55s,Karma,Ignite,Flash,1,1,10,9,44,8,5
하왜그러는거에요,Victory,20m 10s,Karma,Ignite,Flash,3,3,9,10,48,11,8
하왜그러는거에요,Victory,19m 24s,Lulu,Ignite,Flash,1,1,9,10,53,10,8
하왜그러는거에요,Victory,15m 52s,Lulu,Ignite,Flash,1,1,9,9,59,4,6
하왜그러는거에요,Defeat,29m 8s,Lulu,Exhaust,Flash,0,6,14,13,48,17,15
하왜그러는거에요,Victory,21m 50s,Lulu,Ignite,Flash,3,1,12,12,65,12,5
하왜그러는거에요,Defeat,34m 25s,Lulu,Ignite,Flash,7,8,21,15,72,11,10
하왜그러는거에요,Defeat,24m 32s,Yuumi,Ignite,Exhaust,1,7,9,11,48,12,11
하왜그러는거에요,Defeat,31m 10s,Lulu,Ignite,Flash,3,5,14,12,57,20,17
하왜그러는거에요,Victory,28m 31s,Lulu,Ignite,Flash,3,1,19,13,73,15,12
하왜그러는거에요,Defeat,25m 29s,Lulu,Exhaust,Flash,1,6,4,10,28,13,9
하왜그러는거에요,Victory,20m 34s,Lulu,Ignite,Flash,3,2,16,11,68,6,9
츄츄기,Victory,15m 22s,Yone,Teleport,Flash,3,2,3,12,25,119,2
츄츄기,Victory,23m 5s,Yone,Teleport,Flash,4,1,5,15,39,235,5
츄츄기,Victory,23m 59s,Yone,Ignite,Flash,12,2,4,15,62,178,4
츄츄기,Victory,20m 23s,Ekko,Mark,Flash,21,13,25,18,69,42,0
츄츄기,Defeat,26m 45s,Yone,Teleport,Flash,1,4,1,13,15,201,0
츄츄기,Defeat,28m 42s,Yasuo,Ignite,Flash,8,5,5,15,50,215,3
츄츄기,Victory,15m 28s,Yone,Teleport,Flash,3,1,2,12,20,131,1
츄츄기,Victory,22m 52s,Yone,Teleport,Flash,6,4,3,13,19,145,1
츄츄기,Victory,23m 56s,Yasuo,Ignite,Flash,14,4,5,15,61,213,0
츄츄기,Defeat,25m 51s,Yone,Exhaust,Flash,6,5,8,14,52,184,2
츄츄기,Victory,15m 15s,Yone,Teleport,Flash,4,1,2,11,26,126,1
츄츄기,Victory,36m 9s,Yone,Teleport,Flash,10,2,6,18,37,299,4
츄츄기,Victory,21m 29s,Yasuo,Ignite,Flash,12,1,7,14,70,167,3
츄츄기,Victory,31m 35s,Yone,Teleport,Flash,15,2,4,17,56,249,2
츄츄기,Victory,25m 1s,Yasuo,Ignite,Flash,3,0,0,14,14,209,2
츄츄기,Victory,23m 28s,Heimerdinger,Exhaust,Flash,9,14,24,18,54,78,0
츄츄기,Defeat,13m 59s,Zed,Ignite,Flash,1,8,3,10,31,49,0
츄츄기,Defeat,10m 28s,Lee Sin,Ignite,Flash,2,6,0,9,29,42,0
츄츄기,Defeat,21m 24s,Blitzcrank,Ghost,Flash,7,5,6,15,39,57,0
츄츄기,Victory,21m 57s,Yasuo,Ignite,Flash,18,3,3,14,66,181,0
Spectter,Remake,3m 15s,Xayah,Heal,Flash,0,0,0,2,0,17,0
Spectter,Victory,22m 1s,Varus,Heal,Flash,5,4,7,13,40,162,0
Spectter,Victory,23m 58s,Gangplank,Ghost,Flash,22,8,21,18,61,86,0
Spectter,Victory,17m 9s,Yone,Mark,Flash,20,8,13,17,87,86,0
Spectter,Victory,23m 5s,Renata Glasc,Ignite,Flash,0,2,14,12,61,6,7
Spectter,Victory,30m 10s,Nidalee,Smite,Flash,11,7,10,16,50,172,7
Spectter,Victory,24m 26s,Graves,Smite,Flash,18,2,10,16,74,187,4
Spectter,Defeat,37m 23s,Kai'Sa,Heal,Flash,15,10,12,18,77,292,3
Spectter,Victory,34m 36s,Varus,Heal,Flash,13,9,13,16,52,210,0
Spectter,Victory,32m 23s,Kalista,Heal,Flash,5,6,16,16,58,289,3
Spectter,Victory,13m 47s,Tryndamere,Ghost,Flash,15,6,17,14,89,57,0
Spectter,Victory,19m 15s,Jinx,Heal,Flash,14,8,40,18,87,92,0
Spectter,Victory,13m 32s,Diana,Mark,Flash,7,4,9,14,55,16,0
Spectter,Defeat,26m 30s,Vex,Mark,Flash,22,13,27,18,65,75,0
Spectter,Defeat,33m 55s,Akali,Ignite,Teleport,14,8,9,17,64,180,1
Spectter,Victory,29m 7s,Irelia,Ignite,Flash,9,8,10,17,48,232,0
Spectter,Defeat,25m 36s,Vex,Ignite,Flash,3,9,8,13,48,152,0
Spectter,Victory,18m 45s,Talon,Smite,Flash,2,2,7,11,41,111,2
Spectter,Victory,27m 3s,Zed,Smite,Flash,15,3,15,14,88,138,6
Spectter,Victory,25m 8s,Pyke,Mark,Flash,21,12,17,18,60,29,0
ni lai wo si,Defeat,15m 43s,Vladimir,Ignite,Ghost,2,3,0,11,17,143,2
ni lai wo si,Defeat,16m 33s,Jayce,Teleport,Flash,3,2,2,12,38,156,4
ni lai wo si,Defeat,22m 40s,Akali,Ignite,Teleport,4,9,2,12,50,118,4
ni lai wo si,Defeat,31m 11s,Twisted Fate,Teleport,Flash,2,7,8,14,40,136,5
ni lai wo si,Victory,21m 44s,Kennen,Teleport,Flash,7,8,9,14,55,156,4
ni lai wo si,Victory,28m 37s,Gangplank,Teleport,Flash,6,5,11,17,53,253,5
ni lai wo si,Victory,15m 50s,Aphelios,Cleanse,Flash,6,4,5,10,42,114,1
ni lai wo si,Victory,30m 51s,Irelia,Teleport,Flash,3,9,6,17,20,271,5
ni lai wo si,Defeat,24m 36s,Xayah,Exhaust,Flash,7,9,4,14,41,158,6
ni lai wo si,Defeat,24m 5s,Rumble,Ignite,Flash,6,5,5,14,61,174,3
ni lai wo si,Defeat,39m 1s,Aphelios,Heal,Flash,11,13,7,18,62,363,5
ni lai wo si,Defeat,33m 45s,Aphelios,Cleanse,Flash,7,7,2,15,43,273,6
ni lai wo si,Victory,34m 54s,Jayce,Teleport,Flash,10,4,17,18,73,293,2
ni lai wo si,Defeat,28m 0s,Aphelios,Exhaust,Flash,5,8,9,15,42,237,3
ni lai wo si,Victory,26m 25s,Gangplank,Teleport,Flash,6,3,10,16,52,216,3
ni lai wo si,Defeat,21m 50s,Gangplank,Teleport,Flash,1,7,4,13,42,196,3
ni lai wo si,Victory,23m 23s,Gangplank,Teleport,Flash,8,4,9,15,44,201,6
ni lai wo si,Victory,20m 21s,Kennen,Teleport,Flash,1,3,4,13,18,168,4
ni lai wo si,Defeat,19m 49s,Camille,Teleport,Flash,1,2,0,12,8,160,3
ni lai wo si,Defeat,34m 36s,Aatrox,Teleport,Flash,4,11,11,16,43,173,6
duckling,Defeat,21m 44s,Irelia,Teleport,Flash,2,5,0,14,13,192,2
duckling,Defeat,38m 7s,Gangplank,Teleport,Flash,9,10,6,18,50,284,6
duckling,Victory,23m 13s,Gangplank,Teleport,Flash,7,1,9,16,42,222,3
duckling,Victory,16m 8s,Gangplank,Teleport,Flash,7,0,2,12,47,157,2
duckling,Defeat,16m 13s,Gangplank,Teleport,Flash,5,2,0,12,50,127,3
duckling,Victory,26m 11s,Tryndamere,Ghost,Flash,4,11,3,15,15,163,3
duckling,Victory,25m 54s,Renekton,Teleport,Flash,9,3,4,17,37,265,5
duckling,Victory,31m 15s,Gwen,Teleport,Ghost,1,13,11,15,32,190,4
duckling,Victory,27m 3s,Gangplank,Teleport,Flash,6,2,7,17,32,241,2
duckling,Defeat,20m 27s,Gnar,Teleport,Flash,0,5,2,11,12,135,0
duckling,Defeat,15m 13s,Gragas,Teleport,Flash,3,2,1,11,33,114,1
duckling,Victory,15m 48s,Gangplank,Teleport,Flash,0,1,2,11,13,133,2
duckling,Defeat,16m 38s,Gangplank,Teleport,Flash,0,4,2,10,40,100,1
duckling,Defeat,26m 23s,Gangplank,Teleport,Flash,4,4,4,15,33,209,3
duckling,Victory,28m 17s,Gangplank,Teleport,Flash,10,3,6,17,39,223,4
duckling,Victory,19m 50s,Shyvana,Flash,Cleanse,18,6,13,18,48,86,0
duckling,Victory,15m 43s,Gangplank,Teleport,Flash,4,3,3,11,23,148,2
duckling,Victory,22m 42s,Xayah,Flash,Heal,9,4,8,15,55,179,1
duckling,Victory,29m 28s,Gangplank,Teleport,Flash,2,5,8,16,33,236,4
duckling,Defeat,20m 42s,Graves,Teleport,Flash,3,2,2,14,63,186,3
5712873216837216,Defeat,23m 5s,Zilean,Exhaust,Flash,0,2,6,10,100,17,5
5712873216837216,Defeat,39m 24s,Ziggs,Teleport,Flash,3,4,25,18,72,294,3
5712873216837216,Victory,31m 1s,Zilean,Exhaust,Flash,1,2,24,16,66,35,13
5712873216837216,Victory,15m 14s,Zilean,Exhaust,Flash,0,1,1,8,11,9,5
5712873216837216,Victory,36m 12s,Lulu,Ignite,Flash,2,6,20,15,71,27,18
5712873216837216,Victory,22m 50s,Karma,Ignite,Flash,1,1,15,11,57,25,10
5712873216837216,Defeat,22m 1s,Zilean,Exhaust,Flash,0,6,3,9,43,9,4
5712873216837216,Victory,15m 45s,Blitzcrank,Ignite,Flash,2,2,11,8,41,19,3
5712873216837216,Defeat,13m 29s,Pyke,Ignite,Flash,1,3,5,7,55,16,4
5712873216837216,Victory,29m 44s,Karma,Ignite,Flash,2,5,20,14,81,20,12
5712873216837216,Defeat,29m 15s,Blitzcrank,Ignite,Flash,2,6,6,11,30,25,13
5712873216837216,Victory,28m 13s,Lux,Ignite,Flash,6,7,21,13,69,41,10
5712873216837216,Defeat,24m 18s,Lulu,Ignite,Flash,2,11,15,12,65,16,15
5712873216837216,Victory,15m 34s,Taric,Ignite,Flash,0,0,8,9,47,26,4
5712873216837216,Victory,23m 46s,Renata Glasc,Ignite,Flash,2,2,14,11,67,14,9
5712873216837216,Victory,16m 9s,Blitzcrank,Ignite,Flash,3,2,7,7,53,16,5
5712873216837216,Victory,19m 1s,Zilean,Exhaust,Flash,0,1,12,11,50,30,8
5712873216837216,Victory,24m 28s,Pyke,Ignite,Flash,2,4,11,12,37,45,10
5712873216837216,Defeat,20m 49s,Seraphine,Ignite,Flash,2,6,10,9,71,16,9
5712873216837216,Defeat,22m 50s,Tahm Kench,Ignite,Flash,1,5,6,10,54,41,11
잼 비,Victory,19m 27s,Gangplank,Teleport,Flash,4,2,5,13,45,161,4
잼 비,Defeat,33m 45s,Gangplank,Teleport,Flash,6,5,4,16,48,255,4
잼 비,Remake,3m 14s,Gangplank,Ignite,Flash,1,0,0,3,50,14,1
잼 비,Victory,18m 21s,Gangplank,Teleport,Flash,9,0,6,11,68,143,0
잼 비,Victory,32m 51s,Gangplank,Teleport,Flash,8,3,9,18,38,274,6
잼 비,Victory,16m 17s,Gangplank,Teleport,Flash,5,1,1,13,27,143,2
잼 비,Defeat,30m 22s,Gangplank,Teleport,Flash,9,6,6,16,65,239,5
잼 비,Defeat,23m 16s,Gangplank,Teleport,Flash,0,5,2,13,25,191,4
잼 비,Victory,18m 5s,Gangplank,Teleport,Flash,5,0,8,13,34,174,2
잼 비,Victory,26m 8s,Gangplank,Teleport,Flash,7,0,6,15,52,217,2
잼 비,Victory,24m 42s,Gangplank,Teleport,Flash,5,2,10,15,42,179,2
잼 비,Victory,19m 0s,Gangplank,Teleport,Flash,3,1,5,13,32,162,3
잼 비,Victory,28m 4s,Gangplank,Teleport,Flash,14,3,8,16,56,223,5
잼 비,Victory,20m 48s,Gangplank,Teleport,Flash,3,4,3,13,32,157,3
잼 비,Defeat,15m 23s,Gangplank,Teleport,Flash,0,3,3,10,50,110,4
잼 비,Victory,21m 34s,Gangplank,Teleport,Flash,4,2,8,13,35,150,3
잼 비,Victory,29m 37s,Gangplank,Teleport,Flash,11,3,13,16,75,211,5
잼 비,Victory,17m 58s,Gangplank,Teleport,Flash,2,3,3,12,36,132,3
잼 비,Victory,20m 31s,Gangplank,Teleport,Flash,2,1,6,14,44,187,2
잼 비,Victory,22m 53s,Gangplank,Teleport,Flash,2,6,9,14,37,146,2
iiliilliiIIi,Defeat,19m 35s,Lux,Flash,Exhaust,3,5,12,14,56,70,1
iiliilliiIIi,Victory,15m 32s,Ivern,Smite,Flash,4,0,5,10,50,85,3
iiliilliiIIi,Defeat,24m 7s,Ivern,Smite,Flash,3,5,13,13,73,100,4
iiliilliiIIi,Defeat,26m 31s,Ivern,Smite,Flash,1,4,16,14,71,136,2
iiliilliiIIi,Victory,30m 2s,Ivern,Smite,Flash,2,4,21,15,85,120,4
iiliilliiIIi,Victory,26m 41s,Ivern,Smite,Flash,7,6,15,14,63,104,3
iiliilliiIIi,Defeat,22m 29s,Ivern,Smite,Flash,3,7,9,12,52,99,5
iiliilliiIIi,Victory,16m 25s,Shyvana,Smite,Ghost,1,2,8,10,43,100,3
iiliilliiIIi,Victory,23m 36s,Ivern,Smite,Flash,1,0,20,14,68,107,3
iiliilliiIIi,Defeat,16m 18s,Ivern,Smite,Flash,0,4,3,8,27,75,2
iiliilliiIIi,Defeat,22m 39s,Ivern,Smite,Flash,4,8,9,11,65,83,3
iiliilliiIIi,Victory,28m 7s,Ivern,Smite,Flash,3,7,16,14,49,122,3
iiliilliiIIi,Defeat,15m 43s,Ivern,Smite,Flash,1,2,3,9,50,76,2
iiliilliiIIi,Defeat,19m 57s,Ivern,Smite,Flash,2,4,2,11,40,97,3
iiliilliiIIi,Defeat,28m 42s,Ivern,Smite,Flash,0,5,13,13,59,105,3
iiliilliiIIi,Victory,19m 7s,Ivern,Smite,Flash,2,2,14,11,59,84,5
iiliilliiIIi,Defeat,21m 29s,Ivern,Smite,Flash,2,5,1,10,50,92,3
iiliilliiIIi,Victory,17m 22s,Ivern,Smite,Flash,4,0,15,11,53,94,3
iiliilliiIIi,Defeat,15m 12s,Ivern,Smite,Flash,0,7,3,8,60,76,5
iiliilliiIIi,Victory,29m 21s,Ivern,Smite,Flash,3,0,20,15,77,166,6
우리누나를위해서,Victory,27m 7s,Singed,Flash,Ghost,6,1,11,15,63,150,1
우리누나를위해서,Victory,16m 57s,Singed,Flash,Ghost,3,1,1,11,24,95,1
우리누나를위해서,Victory,25m 9s,Singed,Flash,Ghost,4,4,11,14,52,101,1
우리누나를위해서,Defeat,31m 25s,Singed,Flash,Ghost,7,6,20,15,59,149,1
우리누나를위해서,Victory,20m 42s,Alistar,Flash,Ignite,2,1,8,10,37,30,7
우리누나를위해서,Defeat,15m 13s,Yone,Flash,Ignite,2,2,1,10,33,115,1
우리누나를위해서,Victory,16m 6s,Singed,Flash,Ghost,4,4,7,9,38,56,2
우리누나를위해서,Victory,24m 49s,Singed,Flash,Ghost,6,3,16,14,56,116,2
우리누나를위해서,Defeat,16m 45s,Jhin,Flash,Heal,1,6,7,10,57,115,0
우리누나를위해서,Victory,36m 42s,Singed,Flash,Ignite,7,8,19,16,67,129,3
우리누나를위해서,Defeat,20m 55s,Singed,Flash,Exhaust,4,4,5,11,69,83,2
우리누나를위해서,Victory,18m 42s,Sion,Flash,Teleport,9,3,0,14,29,179,0
우리누나를위해서,Victory,29m 58s,Katarina,Flash,Ignite,13,5,7,18,43,240,1
우리누나를위해서,Victory,27m 39s,Fiora,Flash,Teleport,4,9,4,15,24,156,0
우리누나를위해서,Defeat,21m 9s,Jhin,Flash,Heal,17,5,16,18,77,123,0
우리누나를위해서,Victory,40m 20s,Singed,Flash,Cleanse,4,7,23,18,59,176,3
우리누나를위해서,Victory,30m 37s,Singed,Flash,Ignite,7,5,10,15,71,150,3
우리누나를위해서,Victory,20m 54s,Singed,Flash,Ghost,1,2,12,13,54,176,2
우리누나를위해서,Victory,28m 15s,Singed,Flash,Exhaust,9,2,6,14,37,160,3
우리누나를위해서,Victory,37m 28s,Singed,Flash,Ignite,10,6,20,18,77,183,4
zvv0,Victory,15m 15s,Nautilus,Flash,Ignite,6,0,10,8,64,23,5
zvv0,Victory,24m 31s,Nautilus,Flash,Ignite,1,2,13,11,70,25,8
zvv0,Victory,30m 9s,Nautilus,Flash,Ignite,2,7,10,13,41,49,14
zvv0,Victory,32m 5s,Nautilus,Flash,Ignite,2,4,17,14,58,37,12
zvv0,Defeat,14m 54s,Nautilus,Flash,Ignite,0,3,0,7,0,25,3
zvv0,Victory,24m 24s,Nautilus,Flash,Ignite,6,2,20,14,70,36,10
zvv0,Victory,28m 56s,Nautilus,Flash,Ignite,1,2,21,13,73,31,14
zvv0,Defeat,27m 19s,Leona,Flash,Ignite,0,6,9,11,47,37,7
zvv0,Victory,22m 39s,Leona,Flash,Ignite,3,3,16,11,70,29,6
zvv0,Defeat,19m 16s,Nautilus,Flash,Ignite,3,2,3,10,60,28,6
zvv0,Victory,24m 15s,Nautilus,Flash,Ignite,0,2,14,12,58,30,5
zvv0,Victory,40m 8s,Nautilus,Flash,Ignite,2,6,21,17,61,33,15
zvv0,Defeat,29m 53s,Leona,Flash,Ignite,1,3,7,13,50,36,10
zvv0,Defeat,24m 13s,Nautilus,Flash,Ignite,1,4,7,10,38,38,5
zvv0,Victory,15m 4s,Nautilus,Flash,Ignite,1,2,7,9,57,31,5
zvv0,Defeat,19m 23s,Nautilus,Flash,Ignite,2,3,8,9,63,40,7
zvv0,Defeat,20m 20s,Leona,Flash,Ignite,1,6,4,9,31,33,5
zvv0,Victory,30m 25s,Nautilus,Flash,Ignite,3,4,29,14,67,33,10
zvv0,Defeat,15m 12s,Nautilus,Flash,Ignite,1,3,1,7,25,27,6
zvv0,Victory,31m 20s,Leona,Flash,Ignite,2,9,14,14,44,51,12
갓대웅100100100,Victory,16m 13s,Karma,Ignite,Flash,3,2,8,10,50,20,4
갓대웅100100100,Victory,22m 20s,Pantheon,Ignite,Flash,3,6,13,12,47,61,10
갓대웅100100100,Defeat,26m 9s,Xayah,Heal,Flash,3,6,3,13,32,226,1
갓대웅100100100,Victory,25m 9s,Xayah,Cleanse,Flash,8,3,14,15,61,225,4
갓대웅100100100,Defeat,31m 5s,Aphelios,Heal,Flash,3,6,3,14,29,274,4
갓대웅100100100,Victory,23m 11s,Aatrox,Teleport,Flash,7,1,5,16,39,206,3
갓대웅100100100,Victory,26m 25s,Aphelios,Heal,Flash,4,7,9,13,38,190,2
갓대웅100100100,Victory,20m 51s,Aphelios,Heal,Flash,6,7,3,12,31,164,3
갓대웅100100100,Defeat,24m 21s,Kalista,Heal,Flash,6,10,7,12,45,173,2
갓대웅100100100,Defeat,14m 53s,Aphelios,Heal,Flash,2,9,0,7,67,77,0
갓대웅100100100,Victory,15m 13s,Jhin,Heal,Flash,6,3,11,10,55,135,3
갓대웅100100100,Defeat,24m 22s,Aphelios,Cleanse,Flash,3,7,7,13,50,211,2
갓대웅100100100,Defeat,26m 43s,Miss Fortune,Heal,Flash,1,2,4,15,23,262,3
갓대웅100100100,Defeat,21m 51s,Xayah,Heal,Flash,3,5,7,12,53,165,3
갓대웅100100100,Victory,29m 28s,Aphelios,Exhaust,Flash,14,8,4,15,53,233,7
갓대웅100100100,Victory,20m 25s,Aphelios,Heal,Flash,9,5,5,12,48,171,3
갓대웅100100100,Defeat,29m 28s,Aphelios,Heal,Flash,7,9,8,15,42,241,3
갓대웅100100100,Defeat,23m 53s,Aatrox,Teleport,Flash,1,9,1,13,14,163,1
갓대웅100100100,Defeat,16m 39s,Xayah,Heal,Flash,6,3,1,10,88,142,2
갓대웅100100100,Defeat,30m 25s,Aphelios,Heal,Flash,8,10,10,16,62,237,5
m1nit,Victory,16m 19s,Pyke,Flash,Ignite,3,1,5,9,35,30,2
m1nit,Defeat,25m 58s,Galio,Flash,Teleport,3,3,5,13,36,164,7
m1nit,Defeat,16m 15s,Tahm Kench,Flash,Ignite,1,9,3,8,57,20,5
m1nit,Victory,17m 16s,Rakan,Flash,Ignite,1,1,15,9,64,25,3
m1nit,Defeat,21m 28s,Rakan,Flash,Ignite,4,4,6,10,91,23,9
m1nit,Victory,30m 43s,Galio,Flash,Ignite,2,9,14,14,64,41,13
m1nit,Victory,26m 10s,Rakan,Flash,Ignite,1,4,20,12,88,35,6
m1nit,Defeat,21m 7s,Nidalee,Flash,Mark,21,11,19,18,65,36,0
m1nit,Victory,26m 33s,Ezreal,Flash,Cleanse,24,11,22,18,65,173,0
m1nit,Defeat,16m 17s,Zeri,Flash,Exhaust,4,9,2,9,86,94,0
m1nit,Defeat,26m 37s,Karma,Flash,Ignite,2,7,13,10,65,13,6
m1nit,Defeat,20m 14s,Yone,Flash,Mark,15,9,21,18,78,104,0
m1nit,Victory,12m 24s,Yasuo,Flash,Mark,16,4,19,14,83,88,0
m1nit,Defeat,26m 35s,Karma,Flash,Ignite,0,8,9,11,50,37,6
m1nit,Defeat,18m 18s,Lucian,Flash,Cleanse,12,11,22,17,74,92,0
m1nit,Victory,22m 19s,Aphelios,Flash,Cleanse,23,6,17,18,74,155,0
m1nit,Defeat,26m 8s,Akshan,Flash,Cleanse,14,16,27,18,65,100,0
m1nit,Defeat,18m 48s,Vayne,Flash,Ghost,7,14,18,17,60,72,0
m1nit,Victory,15m 2s,Zoe,Flash,Mark,13,7,20,16,73,36,0
m1nit,Defeat,18m 32s,Tahm Kench,Flash,Ignite,1,5,6,9,100,27,4
DK Rahel,Victory,16m 8s,Miss Fortune,Exhaust,Flash,1,1,7,10,42,156,2
DK Rahel,Victory,25m 55s,Jhin,Heal,Flash,10,3,9,15,61,226,4
DK Rahel,Defeat,26m 18s,Xayah,Heal,Flash,8,8,9,13,77,172,4
DK Rahel,Victory,25m 54s,Xayah,Heal,Flash,5,4,14,14,54,243,3
