summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward,kda
ylwd,0,1291,Jhin,Heal,Flash,6,6,9,11,58,150,1,2.5
ylwd,0,960,Graves,Ignite,Flash,1,8,1,9,20,103,0,0.2
ylwd,1,1844,Samira,Cleanse,Flash,9,9,17,17,58,240,0,2.9
ylwd,0,1638,Samira,Exhaust,Flash,9,7,7,15,55,216,1,2.3
ylwd,1,1609,Samira,Exhaust,Flash,7,7,10,14,43,221,2,2.4
ylwd,1,2341,Ezreal,Exhaust,Flash,9,7,25,18,71,277,4,4.9
ylwd,1,2025,Gragas,Teleport,Flash,3,5,13,16,40,195,6,3.2
ylwd,1,1440,Nautilus,Ignite,Flash,2,5,17,12,51,30,7,3.8
ylwd,0,1585,Zeri,Exhaust,Flash,3,8,9,13,48,197,1,1.5
ylwd,0,1905,Samira,Cleanse,Flash,6,13,8,14,50,214,1,1.1
ylwd,1,1095,Nautilus,Ignite,Flash,3,3,15,9,58,27,6,6.0
ylwd,1,1271,Samira,Cleanse,Flash,3,5,6,11,35,170,0,1.8
ylwd,0,1026,Zeri,Heal,Flash,0,7,2,10,25,128,1,0.3
ylwd,1,1340,Samira,Exhaust,Flash,5,8,7,12,35,179,1,1.5
ylwd,0,1972,Samira,Cleanse,Flash,14,5,10,16,60,251,1,4.8
ylwd,0,1347,Alistar,Ignite,Flash,2,6,4,10,43,29,8,1.0
이탈리야 전문점,1,1953,Taliyah,Ignite,Flash,4,4,15,14,58,19,6,4.8
이탈리야 전문점,0,1003,Taliyah,Ignite,Flash,2,9,3,7,56,11,2,0.6
이탈리야 전문점,0,1748,Taliyah,Ignite,Flash,9,6,11,12,67,20,3,3.3
이탈리야 전문점,0,1221,Taliyah,Ignite,Flash,4,7,7,8,73,13,9,1.6
이탈리야 전문점,1,2197,Taliyah,Ignite,Flash,12,9,12,16,47,57,11,2.7
이탈리야 전문점,0,2176,Taliyah,Ignite,Flash,8,10,16,14,63,32,14,2.4
이탈리야 전문점,1,1152,Taliyah,Ignite,Flash,6,1,8,9,50,15,4,14.0
이탈리야 전문점,0,1564,Taliyah,Ignite,Flash,3,11,5,10,40,31,12,0.7
이탈리야 전문점,0,1315,Hecarim,Smite,Ghost,3,5,3,11,75,113,2,1.2
이탈리야 전문점,1,1373,Zac,Smite,Flash,4,1,19,13,66,129,0,23.0
이탈리야 전문점,1,1226,Karthus,Smite,Exhaust,3,4,13,12,67,136,3,4.0
이탈리야 전문점,0,1776,Taliyah,Ignite,Flash,5,13,15,13,59,30,10,1.5
이탈리야 전문점,1,1173,Yuumi,Heal,Ignite,6,2,30,14,90,24,1,18.0
이탈리야 전문점,0,1394,Yuumi,Ghost,Flash,3,0,21,15,71,76,0,28.8
이탈리야 전문점,1,822,Kassadin,Ghost,Flash,4,2,16,14,61,100,0,10.0
이탈리야 전문점,1,1124,Volibear,Ghost,Flash,11,6,13,16,55,113,0,4.0
이탈리야 전문점,1,1959,Hecarim,Ghost,Flash,12,15,16,18,43,135,3,1.9
이탈리야 전문점,0,1297,Jax,Exhaust,Flash,11,10,5,16,48,98,0,1.6
이탈리야 전문점,0,1592,Twitch,Exhaust,Flash,3,8,11,16,47,75,0,1.8
이탈리야 전문점,0,1588,Jayce,Exhaust,Flash,8,11,4,18,50,172,1,1.1
Introverted Ornn,1,1911,Braum,Exhaust,Flash,3,5,23,15,51,34,13,5.2
Introverted Ornn,1,1213,Ornn,Teleport,Flash,1,0,6,14,27,198,0,8.4
Introverted Ornn,0,1411,Ornn,Exhaust,Flash,2,6,8,10,67,38,5,1.7
Introverted Ornn,0,1123,Xerath,Barrier,Flash,0,3,1,8,25,17,3,0.3
Introverted Ornn,1,1418,Xerath,Exhaust,Flash,3,5,10,11,45,20,6,2.6
Introverted Ornn,0,1022,Ornn,Teleport,Flash,0,3,0,11,0,127,0,0.0
Introverted Ornn,0,2530,Ornn,Teleport,Flash,0,10,9,17,30,185,5,0.9
Introverted Ornn,0,1284,Braum,Exhaust,Flash,3,10,9,10,60,24,4,1.2
Introverted Ornn,0,1706,Ornn,Teleport,Flash,5,3,6,15,33,163,3,3.7
Introverted Ornn,0,1268,Ornn,Teleport,Flash,2,4,6,11,50,108,0,2.0
Introverted Ornn,0,1323,Samira,Cleanse,Flash,3,9,9,17,36,68,0,1.3
Introverted Ornn,0,1710,Ornn,Teleport,Exhaust,1,7,8,15,43,183,2,1.3
Introverted Ornn,1,1804,Ornn,Teleport,Flash,2,3,20,17,65,192,5,7.3
Introverted Ornn,1,1716,Ornn,Teleport,Flash,5,2,9,16,29,187,1,7.0
Introverted Ornn,0,1434,Ornn,Teleport,Flash,6,4,9,14,58,143,1,3.8
Introverted Ornn,1,1252,Ornn,Teleport,Flash,4,0,15,14,50,146,0,22.8
Introverted Ornn,1,1898,Ornn,Teleport,Exhaust,3,5,10,15,41,171,4,2.6
Introverted Ornn,0,954,Ornn,Teleport,Flash,1,2,1,10,25,71,0,1.0
사 용 수,1,1930,Vladimir,Ignite,Ghost,3,7,9,17,28,223,9,1.7
사 용 수,0,1935,Akali,Ignite,Teleport,8,8,3,16,32,210,8,1.4
사 용 수,0,1585,Ryze,Teleport,Flash,1,6,4,15,20,236,10,0.8
사 용 수,1,1230,Gangplank,Teleport,Flash,5,0,2,13,33,198,3,8.4
사 용 수,1,979,Akshan,Ignite,Flash,2,3,2,11,17,121,3,1.3
사 용 수,0,913,Ryze,Teleport,Flash,0,3,0,11,0,143,3,0.0
사 용 수,1,1347,Gangplank,Teleport,Flash,4,0,5,15,36,262,3,10.8
사 용 수,0,1601,Gangplank,Teleport,Flash,2,6,2,15,29,212,2,0.7
사 용 수,0,1254,Akali,Ignite,Teleport,2,4,2,12,22,135,6,1.0
사 용 수,1,1128,Gwen,Ignite,Teleport,3,2,4,13,24,150,3,3.5
사 용 수,1,1506,Akshan,Ignite,Flash,5,13,4,12,31,118,5,0.7
사 용 수,0,1822,Graves,Teleport,Flash,2,8,1,17,18,292,9,0.4
사 용 수,1,1323,Gangplank,Ignite,Flash,5,5,7,14,31,161,5,2.4
사 용 수,0,914,Lulu,Ignite,Flash,0,1,2,10,50,111,1,2.0
사 용 수,0,992,Ziggs,Teleport,Flash,0,2,1,10,10,143,3,0.5
사 용 수,1,968,Akshan,Ignite,Flash,5,3,2,11,30,114,6,2.3
사 용 수,0,1155,Gangplank,Teleport,Flash,0,4,0,12,0,161,3,0.0
사 용 수,0,773,Viktor,Teleport,Flash,0,2,0,9,0,108,2,0.0
사 용 수,0,1728,Kennen,Teleport,Flash,11,4,2,18,34,240,9,3.2
최기명,1,1911,Nidalee,Smite,Flash,11,5,12,18,45,193,9,4.6
최기명,1,1213,Xayah,Heal,Flash,7,6,9,11,62,160,1,2.7
최기명,1,2364,Draven,Heal,Flash,5,9,6,17,44,293,1,1.2
최기명,0,1887,Xayah,Heal,Flash,5,11,8,15,45,189,2,1.2
최기명,0,1310,Ziggs,Teleport,Flash,4,4,4,12,67,194,2,2.0
최기명,1,1655,Lucian,Heal,Flash,14,3,9,15,72,233,5,7.7
최기명,1,1768,Ashe,Heal,Flash,4,5,12,15,53,227,4,3.2
최기명,0,1514,Lucian,Heal,Flash,6,6,9,12,75,207,1,2.5
최기명,1,1272,Miss Fortune,Heal,Flash,7,2,7,12,34,148,1,7.0
최기명,0,1716,Sylas,Ignite,Flash,4,10,9,12,50,48,12,1.3
최기명,0,1434,Samira,Cleanse,Flash,3,6,8,13,42,184,0,1.8
최기명,1,1252,Samira,Cleanse,Flash,5,3,7,12,32,176,1,4.0
최기명,0,2106,Jinx,Heal,Flash,2,11,12,17,30,234,1,1.3
최기명,0,1240,Nidalee,Smite,Flash,7,7,1,11,50,116,5,1.1
최기명,0,1771,Zed,Smite,Flash,5,10,11,14,57,147,5,1.6
최기명,1,2040,Ashe,Heal,Flash,4,5,17,18,68,298,1,4.2
최기명,0,1983,Kai'Sa,Cleanse,Flash,7,8,13,15,59,260,0,2.5
최기명,1,1962,Samira,Cleanse,Flash,14,10,14,16,55,230,3,2.8
최기명,0,974,Xayah,Heal,Flash,2,4,0,9,33,135,0,0.5
최기명,0,1361,Nidalee,Smite,Flash,1,4,8,12,53,131,2,2.2
Shadow Penguin,1,973,Viktor,Cleanse,Flash,3,1,5,11,50,130,2,8.0
Shadow Penguin,1,1158,Ahri,Teleport,Flash,5,2,1,13,29,165,3,3.0
Shadow Penguin,1,1395,Ahri,Ignite,Flash,8,4,12,15,43,172,2,5.0
Shadow Penguin,1,1774,Graves,Teleport,Flash,5,9,3,15,29,206,5,0.9
Shadow Penguin,0,2288,Akali,Ignite,Teleport,9,8,5,18,39,246,3,1.8
Shadow Penguin,0,1807,Ahri,Teleport,Flash,1,10,6,13,23,178,4,0.7
Shadow Penguin,1,1631,Graves,Teleport,Flash,3,6,5,14,25,185,5,1.3
Shadow Penguin,0,944,Ahri,Teleport,Flash,0,5,3,10,75,100,2,0.6
Shadow Penguin,1,990,Renekton,Teleport,Flash,3,0,6,12,39,153,3,10.8
Shadow Penguin,1,1308,Lissandra,Teleport,Flash,5,2,5,15,40,210,4,5.0
Shadow Penguin,1,2243,Akali,Ignite,Teleport,5,9,5,17,24,221,4,1.1
Shadow Penguin,0,1825,Lucian,Teleport,Flash,2,13,5,15,24,235,4,0.5
Shadow Penguin,1,1003,Graves,Teleport,Flash,3,1,7,12,33,154,3,10.0
Shadow Penguin,0,1323,Vex,Ignite,Flash,3,6,1,12,33,146,1,0.7
Shadow Penguin,1,2016,Renekton,Teleport,Flash,2,5,17,17,46,252,3,3.8
Shadow Penguin,0,1497,Akali,Ignite,Flash,2,5,1,13,33,159,0,0.6
Shadow Penguin,1,1559,Ekko,Teleport,Flash,2,10,12,13,37,138,2,1.4
Shadow Penguin,0,2202,Sylas,Teleport,Flash,8,9,14,17,63,190,4,2.4
Shadow Penguin,0,1289,Ahri,Exhaust,Flash,1,3,1,12,17,159,2,0.7
Shadow Penguin,0,1285,Jarvan IV,Smite,Flash,3,6,10,11,65,112,5,2.2
2918571795948608,0,1575,Jax,Teleport,Flash,6,5,4,15,50,193,4,2.0
2918571795948608,1,2023,Sion,Teleport,Flash,9,6,15,17,56,160,5,4.0
2918571795948608,1,1602,Jayce,Teleport,Flash,2,7,8,15,24,171,2,1.4
2918571795948608,1,1692,Jax,Teleport,Flash,14,2,10,17,65,204,3,12.0
2918571795948608,1,1583,Miss Fortune,Heal,Flash,7,3,11,14,72,213,1,6.0
2918571795948608,1,2774,Akali,Ignite,Flash,6,12,10,18,40,248,7,1.3
2918571795948608,1,1625,Yone,Exhaust,Flash,2,6,6,14,27,178,0,1.3
2918571795948608,0,1569,Jayce,Ignite,Flash,2,6,2,14,40,193,2,0.7
2918571795948608,0,1691,Yone,Teleport,Flash,6,5,1,15,37,207,2,1.4
2918571795948608,1,1515,Jax,Teleport,Flash,5,3,4,15,41,209,4,3.0
2918571795948608,1,1389,Jayce,Teleport,Flash,10,3,9,15,53,183,2,6.3
2918571795948608,1,1214,Yone,Teleport,Flash,3,6,2,13,25,157,2,0.8
2918571795948608,1,1434,Jax,Teleport,Flash,5,8,6,14,31,122,2,1.4
2918571795948608,0,1692,Yone,Teleport,Flash,7,8,9,16,55,207,2,2.0
2918571795948608,0,1791,Sett,Teleport,Flash,6,7,6,14,50,196,3,1.7
2918571795948608,1,1254,Sett,Teleport,Flash,8,3,5,13,52,134,3,4.3
2918571795948608,1,1485,Kennen,Teleport,Flash,5,2,8,14,59,164,2,6.5
2918571795948608,1,2239,Lucian,Teleport,Flash,16,11,3,18,43,257,4,1.7
2918571795948608,1,1537,Lucian,Teleport,Flash,3,5,4,15,18,225,4,1.4
나의자율생활,1,915,Gnar,Teleport,Flash,3,4,7,11,37,105,1,2.5
나의자율생활,1,1321,Irelia,Teleport,Flash,5,7,7,14,40,179,0,1.7
나의자율생활,1,1496,Gnar,Teleport,Flash,10,8,9,15,63,160,1,2.4
나의자율생활,1,1291,Renekton,Teleport,Flash,8,3,4,14,33,176,3,4.0
나의자율생활,1,995,Aatrox,Teleport,Flash,0,4,1,10,4,115,1,0.2
나의자율생활,1,1935,Camille,Ignite,Teleport,10,10,7,17,40,187,2,1.7
나의자율생활,1,1390,Fiora,Teleport,Flash,11,1,5,15,73,211,3,16.0
나의자율생활,0,1290,Irelia,Teleport,Flash,1,8,2,13,18,185,0,0.4
나의자율생활,1,1888,Kennen,Teleport,Flash,6,6,8,17,47,211,2,2.3
나의자율생활,1,1180,Irelia,Teleport,Flash,6,9,6,13,33,138,0,1.3
나의자율생활,0,1602,Kennen,Teleport,Flash,5,5,5,14,34,181,2,2.0
나의자율생활,0,1350,Fiora,Teleport,Flash,4,7,1,13,50,158,0,0.7
나의자율생활,0,1768,Tryndamere,Ghost,Flash,7,10,4,14,39,161,0,1.1
나의자율생활,1,1410,Sivir,Heal,Flash,1,7,7,13,27,151,3,1.1
나의자율생활,1,1418,Tryndamere,Ghost,Flash,9,4,2,15,38,177,0,2.8
나의자율생활,1,1649,Vladimir,Ignite,Ghost,14,0,5,18,42,258,1,22.8
나의자율생활,0,1592,Camille,Ignite,Teleport,12,8,4,15,73,149,0,2.0
나의자율생활,1,1284,Kennen,Teleport,Flash,12,4,8,14,45,131,1,5.0
나의자율생활,1,2398,Irelia,Teleport,Flash,7,9,3,18,23,341,2,1.1
도구는 툴툴,1,950,Renata Glasc,Exhaust,Flash,4,1,11,9,58,19,6,15.0
도구는 툴툴,1,1851,Nautilus,Ignite,Flash,4,6,16,14,44,37,15,3.3
도구는 툴툴,1,1325,Yuumi,Ignite,Exhaust,3,3,15,11,53,8,6,6.0
도구는 툴툴,1,1290,Nautilus,Ignite,Flash,1,2,15,11,48,27,11,8.0
도구는 툴툴,1,1831,Sett,Ignite,Flash,2,8,16,13,64,33,17,2.2
도구는 툴툴,0,916,Pantheon,Ignite,Flash,3,8,2,7,83,25,5,0.6
도구는 툴툴,0,1368,Nautilus,Ignite,Flash,1,7,10,9,55,31,12,1.6
도구는 툴툴,1,1208,Rakan,Ignite,Flash,1,3,13,10,44,40,5,4.7
도구는 툴툴,1,1213,Rakan,Ignite,Flash,2,2,8,10,36,23,4,5.0
도구는 툴툴,0,1819,Nautilus,Ignite,Flash,1,7,8,11,50,27,20,1.3
도구는 툴툴,1,1391,Alistar,Ignite,Flash,3,3,21,12,69,27,13,8.0
도구는 툴툴,1,1418,Karma,Ignite,Flash,1,3,13,12,54,11,11,4.7
도구는 툴툴,1,2049,Yuumi,Ignite,Exhaust,4,3,19,15,74,9,13,7.7
도구는 툴툴,0,2536,Nami,Ignite,Flash,3,13,24,16,68,29,16,2.1
도구는 툴툴,1,946,Alistar,Exhaust,Flash,2,2,8,9,38,25,4,5.0
도구는 툴툴,0,1563,Karma,Ignite,Flash,0,9,11,11,61,16,7,1.2
도구는 툴툴,0,1526,Lulu,Ignite,Flash,1,7,14,11,48,18,11,2.1
도구는 툴툴,1,2120,Sett,Ignite,Flash,4,5,18,16,48,55,17,4.4
도구는 툴툴,0,2177,Thresh,Ignite,Flash,3,8,18,14,64,36,21,2.6
도구는 툴툴,1,1424,Karma,Ignite,Flash,5,4,21,12,81,32,11,6.5
아이엔브이유,0,1163,Xayah,Flash,Heal,6,6,2,11,50,126,2,1.3
아이엔브이유,0,1227,Aphelios,Flash,Heal,4,5,3,12,41,184,3,1.4
아이엔브이유,0,947,Ezreal,Flash,Exhaust,3,6,0,8,43,99,1,0.5
아이엔브이유,0,1011,Yone,Flash,Cleanse,8,10,15,16,74,107,0,2.3
아이엔브이유,1,1432,Poppy,Flash,Mark,17,9,34,18,73,39,0,5.7
아이엔브이유,0,922,Aphelios,Flash,Exhaust,0,5,0,9,0,110,0,0.0
아이엔브이유,1,1748,Aphelios,Flash,Heal,8,6,6,15,36,260,2,2.3
아이엔브이유,0,1396,Zeri,Flash,Exhaust,5,9,4,12,47,188,2,1.0
아이엔브이유,1,1301,Zeri,Flash,Heal,2,2,6,13,27,205,1,4.0
아이엔브이유,0,1341,Zeri,Flash,Heal,6,8,2,11,62,179,2,1.0
아이엔브이유,0,1494,Miss Fortune,Flash,Heal,2,9,5,12,39,158,1,0.8
아이엔브이유,0,1250,Jinx,Flash,Cleanse,0,6,0,10,0,169,2,0.0
아이엔브이유,1,1929,Zeri,Flash,Exhaust,14,1,7,18,64,348,1,21.0
아이엔브이유,0,1460,Zeri,Flash,Cleanse,1,7,3,12,20,193,0,0.6
아이엔브이유,1,1218,Zeri,Flash,Heal,4,3,7,12,38,172,1,3.7
아이엔브이유,0,1358,Xayah,Flash,Heal,6,10,13,12,76,144,1,1.9
아이엔브이유,1,2048,Caitlyn,Flash,Heal,9,7,15,18,50,290,5,3.4
아이엔브이유,0,1438,Xayah,Flash,Heal,5,7,5,13,53,191,5,1.4
아이엔브이유,1,1344,Olaf,Ghost,Mark,13,11,26,18,61,61,0,3.5
아이엔브이유,1,332,Sett,Flash,Mark,0,1,4,7,67,19,0,4.0
buhaowan,0,968,Irelia,Flash,Teleport,0,6,0,10,0,139,1,0.0
buhaowan,0,1115,Kai'Sa,Flash,Exhaust,9,9,7,16,67,81,0,1.8
buhaowan,1,1208,Jax,Flash,Teleport,9,3,2,15,34,205,5,3.7
buhaowan,1,1213,Gnar,Flash,Teleport,6,3,7,14,46,172,0,4.3
buhaowan,1,2199,Tryndamere,Flash,Ghost,7,6,3,18,32,339,3,1.7
buhaowan,0,1476,Jayce,Flash,Teleport,6,9,3,14,53,183,2,1.0
buhaowan,1,1201,Graves,Flash,Teleport,8,1,2,15,50,245,3,10.0
buhaowan,1,1727,Jayce,Flash,Teleport,7,4,5,16,40,247,6,3.0
buhaowan,0,1631,Jayce,Flash,Teleport,4,6,5,14,43,196,4,1.5
buhaowan,0,1720,Volibear,Flash,Smite,8,5,14,14,69,111,8,4.4
buhaowan,0,1972,Lee Sin,Flash,Smite,3,6,12,16,38,184,11,2.5
buhaowan,0,1223,Jayce,Flash,Teleport,2,1,4,13,60,186,3,6.0
buhaowan,0,2120,Rakan,Flash,Ignite,1,11,18,14,68,48,13,1.7
buhaowan,1,1557,Aatrox,Flash,Teleport,2,4,2,16,13,237,1,1.0
buhaowan,1,1395,Jax,Flash,Teleport,3,5,6,14,31,163,3,1.8
buhaowan,0,1346,Volibear,Flash,Smite,3,5,7,11,59,109,6,2.0
buhaowan,0,1845,Vayne,Flash,Ghost,2,11,3,14,33,164,3,0.5
buhaowan,0,1412,Camille,Teleport,Ignite,4,7,3,14,37,175,2,1.0
buhaowan,1,1293,Gnar,Flash,Teleport,4,2,3,15,30,201,2,3.5
buhaowan,0,1447,Kennen,Flash,Teleport,4,4,3,14,64,194,3,1.8
twitchtv든든국밥,0,1199,Poppy,Flash,Teleport,1,6,1,12,11,133,0,0.3
twitchtv든든국밥,0,1682,Vladimir,Ghost,Ignite,3,7,3,14,16,194,1,0.9
twitchtv든든국밥,0,1163,Poppy,Flash,Teleport,2,4,2,12,25,131,0,1.0
twitchtv든든국밥,0,1888,Poppy,Flash,Teleport,5,3,5,15,43,173,0,3.3
twitchtv든든국밥,0,2035,Poppy,Flash,Teleport,5,6,8,16,35,177,0,2.2
twitchtv든든국밥,1,1248,Vladimir,Ghost,Ignite,4,4,1,12,19,140,0,1.2
twitchtv든든국밥,0,1128,Poppy,Flash,Teleport,0,4,0,11,0,133,0,0.0
twitchtv든든국밥,1,1312,Poppy,Flash,Teleport,6,1,3,13,35,146,0,9.0
twitchtv든든국밥,0,2046,Camille,Flash,Teleport,1,7,9,16,37,205,1,1.4
twitchtv든든국밥,1,1807,Poppy,Flash,Smite,18,4,17,17,73,170,0,8.8
twitchtv든든국밥,0,1106,Lee Sin,Flash,Smite,3,4,2,11,45,112,1,1.2
twitchtv든든국밥,0,1363,Maokai,Clarity,Exhaust,7,9,22,18,71,73,0,3.2
twitchtv든든국밥,1,1781,Vladimir,Ghost,Ignite,4,3,3,15,25,163,0,2.3
twitchtv든든국밥,1,1595,Poppy,Flash,Teleport,2,5,8,15,26,163,0,2.0
twitchtv든든국밥,1,1346,Poppy,Flash,Teleport,2,2,8,13,29,126,0,5.0
twitchtv든든국밥,1,1535,Vladimir,Ghost,Ignite,2,3,7,14,24,143,1,3.0
twitchtv든든국밥,1,1243,Poppy,Flash,Teleport,4,4,4,13,30,119,0,2.0
twitchtv든든국밥,1,937,Poppy,Flash,Teleport,3,2,5,11,33,95,0,4.0
twitchtv든든국밥,0,1508,Poppy,Flash,Teleport,4,2,6,14,42,158,0,5.0
twitchtv든든국밥,0,1533,Nidalee,Flash,Mark,8,12,15,18,43,53,0,1.9
Bullpagen,0,915,Gragas,Teleport,Flash,3,3,2,10,38,83,0,1.7
Bullpagen,0,1321,Udyr,Smite,Flash,4,7,5,11,47,129,6,1.3
Bullpagen,1,1682,Hecarim,Smite,Ghost,11,4,18,16,71,181,4,7.2
Bullpagen,0,947,Poppy,Smite,Flash,0,5,7,9,64,68,3,1.4
Bullpagen,0,2011,Rek'Sai,Smite,Flash,5,12,6,14,31,174,7,0.9
Bullpagen,0,1252,Rek'Sai,Smite,Flash,2,5,7,10,75,106,5,1.8
Bullpagen,1,1311,Rek'Sai,Smite,Flash,12,4,9,14,54,138,4,5.2
Bullpagen,1,1492,Gragas,Smite,Flash,12,2,6,14,62,124,3,9.0
Bullpagen,1,1689,Gragas,Smite,Flash,5,8,14,14,49,97,4,2.4
Bullpagen,1,1476,Xin Zhao,Smite,Flash,9,8,9,13,47,120,6,2.2
Bullpagen,1,1008,Gragas,Smite,Flash,4,2,8,10,36,71,1,6.0
Bullpagen,1,1887,Viego,Smite,Flash,5,6,8,15,33,140,8,2.2
Bullpagen,0,1905,Volibear,Smite,Flash,7,9,14,15,75,128,6,2.3
Bullpagen,1,1592,Volibear,Ignite,Flash,7,5,6,15,52,143,0,2.6
Bullpagen,0,1233,Volibear,Smite,Flash,8,5,11,10,83,64,5,3.8
Bullpagen,1,1396,Volibear,Ignite,Flash,3,5,3,14,26,159,1,1.2
Bullpagen,1,1677,Rek'Sai,Smite,Flash,8,8,8,14,43,109,7,2.0
Bullpagen,0,1271,Volibear,Teleport,Flash,4,8,2,11,46,103,0,0.8
Bullpagen,0,1917,Rek'Sai,Smite,Flash,8,8,11,15,68,125,6,2.4
I백년언약I,1,1534,Karma,Ignite,Flash,0,7,16,12,53,29,6,2.3
I백년언약I,1,1474,Karma,Ignite,Flash,1,5,16,11,53,21,7,3.4
I백년언약I,1,1389,Alistar,Ignite,Flash,2,2,17,12,83,28,5,9.5
I백년언약I,0,1581,Karma,Ignite,Flash,1,12,4,10,24,20,8,0.4
I백년언약I,0,2192,Alistar,Ignite,Flash,1,3,15,14,52,30,16,5.3
I백년언약I,1,1472,Alistar,Ignite,Flash,1,2,14,12,54,40,8,7.5
I백년언약I,1,1381,Karma,Ignite,Flash,5,2,16,12,64,16,5,10.5
I백년언약I,1,930,Alistar,Ignite,Flash,0,2,9,8,45,22,4,4.5
I백년언약I,0,1670,Camille,Teleport,Ignite,3,4,6,16,33,239,3,2.2
I백년언약I,0,2368,Akali,Teleport,Flash,13,6,5,18,69,237,7,3.0
I백년언약I,0,2176,Karma,Ignite,Flash,1,12,26,14,73,29,16,2.2
I백년언약I,1,1344,Alistar,Ignite,Flash,1,1,16,11,71,25,9,17.0
I백년언약I,0,1662,Thresh,Ignite,Flash,2,4,10,11,67,38,13,3.0
I백년언약I,0,1367,Karma,Ignite,Flash,1,4,9,10,77,22,8,2.5
I백년언약I,1,1845,Alistar,Ignite,Flash,2,6,23,13,81,28,16,4.2
I백년언약I,0,2163,Yasuo,Ignite,Flash,3,9,2,16,33,265,7,0.6
I백년언약I,1,1274,Sylas,Ignite,Flash,12,3,9,14,75,171,3,7.0
I백년언약I,1,1353,Camille,Teleport,Ignite,3,3,10,12,52,146,4,4.3
I백년언약I,0,1296,Alistar,Ignite,Flash,0,3,4,9,31,28,7,1.3
I백년언약I,0,1022,Vayne,Exhaust,Flash,2,10,1,13,33,82,0,0.3
Lovely Fan,1,1239,Zeri,Ghost,Flash,14,16,20,18,62,76,0,2.1
Lovely Fan,1,975,Lucian,Heal,Flash,6,0,1,10,54,146,4,8.4
Lovely Fan,0,2065,Jarvan IV,Smite,Flash,12,9,25,16,84,162,6,4.1
Lovely Fan,1,1395,Yuumi,Ignite,Exhaust,2,3,20,12,65,5,9,7.3
Lovely Fan,0,1147,Jarvan IV,Smite,Flash,4,10,6,9,59,86,6,1.0
Lovely Fan,1,1411,Jarvan IV,Smite,Flash,2,5,14,13,62,143,5,3.2
Lovely Fan,0,1254,Qiyana,Smite,Flash,2,6,6,11,62,99,6,1.3
Lovely Fan,0,911,Viego,Smite,Flash,2,5,2,9,57,88,4,0.8
Lovely Fan,0,983,Nidalee,Smite,Flash,4,3,1,10,71,121,2,1.7
Lovely Fan,0,1334,Nidalee,Smite,Flash,6,7,8,13,78,128,3,2.0
Lovely Fan,1,1772,Viego,Smite,Flash,6,6,13,15,56,188,6,3.2
Lovely Fan,1,1693,Viego,Smite,Flash,11,4,10,15,54,181,10,5.2
Lovely Fan,0,1569,Ekko,Smite,Flash,9,7,9,15,67,163,4,2.6
Lovely Fan,0,1452,Viego,Smite,Flash,7,5,6,14,87,154,13,2.6
Lovely Fan,0,1214,LeBlanc,Ignite,Flash,3,3,1,12,80,136,3,1.3
Lovely Fan,1,1446,Viego,Smite,Flash,9,2,7,13,50,159,15,8.0
태기베어,0,1220,Irelia,Flash,Cleanse,10,18,19,18,56,98,0,1.6
태기베어,1,918,Jinx,Flash,Cleanse,12,9,23,15,74,66,0,3.9
태기베어,1,886,Gwen,Flash,Mark,11,11,9,14,67,24,0,1.8
태기베어,1,961,Samira,Flash,Cleanse,17,11,18,16,67,72,0,3.2
태기베어,0,1459,Qiyana,Flash,Mark,30,19,21,18,65,60,0,2.7
태기베어,1,1286,Viktor,Flash,Ghost,15,12,24,18,72,73,0,3.2
태기베어,1,791,Vayne,Flash,Cleanse,10,5,13,15,57,60,0,4.6
태기베어,1,784,Zoe,Flash,Mark,11,7,24,14,74,23,0,5.0
태기베어,0,1387,Jhin,Flash,Cleanse,14,14,22,18,60,95,0,2.6
태기베어,1,1122,Jinx,Flash,Cleanse,18,11,17,17,83,76,0,3.2
태기베어,0,1679,Alistar,Flash,Ignite,1,7,19,12,59,34,11,2.9
태기베어,0,958,Lux,Flash,Ignite,2,3,4,8,100,34,4,2.0
태기베어,0,1589,Renata Glasc,Flash,Ignite,0,7,6,11,33,18,12,0.9
태기베어,1,1708,Lux,Flash,Ignite,3,7,19,14,54,21,13,3.1
태기베어,0,1629,Gragas,Flash,Ignite,2,9,6,13,32,29,8,0.9
태기베어,1,2190,Lux,Flash,Ignite,9,5,28,17,69,66,13,7.4
태기베어,0,1370,Renata Glasc,Flash,Ignite,0,3,6,10,55,11,7,2.0
태기베어,1,954,Nautilus,Flash,Ignite,1,2,8,8,50,26,6,4.5
태기베어,1,1963,Lux,Flash,Ignite,10,5,21,15,76,39,11,6.2
태기베어,1,940,Karma,Flash,Ignite,3,0,12,9,58,13,4,18.0
zzk1,0,1436,Kennen,Ignite,Flash,2,6,1,13,15,143,0,0.5
zzk1,0,1783,Tryndamere,Ghost,Flash,3,5,6,15,36,235,3,1.8
zzk1,0,1397,Graves,Ignite,Flash,0,6,1,13,8,176,1,0.2
zzk1,0,1647,Jayce,Teleport,Flash,1,12,4,13,17,168,0,0.4
zzk1,0,1305,Gangplank,Teleport,Flash,3,6,4,13,50,171,1,1.2
zzk1,0,1319,Urgot,Teleport,Flash,1,9,1,11,10,124,2,0.2
zzk1,1,1027,Gangplank,Teleport,Flash,1,4,1,10,8,102,3,0.5
zzk1,1,1431,Tryndamere,Ghost,Flash,4,4,6,13,48,166,2,2.5
